--- Parsing VGM: console_player/music/ws_vgm_ff1/25_Fanfare.vgm ---
VGM Version: 0x171
Data Start Offset: 0xE0

Offset(h) | Command
00001BD1  | 61: WAIT (val: 568)
00001BD4  | BC: WonderSwan (reg: 0x00, val: 0xB4)
00001BD7  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001BDA  | 72: WAIT n+1 (val: 3)
00001BDB  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001BDE  | 74: WAIT n+1 (val: 5)
00001BDF  | BC: WonderSwan (reg: 0x09, val: 0x11)
00001BE2  | 73: WAIT n+1 (val: 4)
00001BE3  | BC: WonderSwan (reg: 0x0A, val: 0x11)
00001BE6  | 71: WAIT n+1 (val: 2)
00001BE7  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001BEA  | 61: WAIT (val: 571)
00001BED  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001BF0  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001BF3  | 71: WAIT n+1 (val: 2)
00001BF4  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001BF7  | 75: WAIT n+1 (val: 6)
00001BF8  | BC: WonderSwan (reg: 0x09, val: 0x11)
00001BFB  | 74: WAIT n+1 (val: 5)
00001BFC  | BC: WonderSwan (reg: 0x0A, val: 0x11)
00001BFF  | 71: WAIT n+1 (val: 2)
00001C00  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001C03  | 61: WAIT (val: 569)
00001C06  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001C09  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001C0C  | 72: WAIT n+1 (val: 3)
00001C0D  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001C10  | 73: WAIT n+1 (val: 4)
00001C11  | BC: WonderSwan (reg: 0x09, val: 0x11)
00001C14  | 74: WAIT n+1 (val: 5)
00001C15  | BC: WonderSwan (reg: 0x0A, val: 0x11)
00001C18  | 71: WAIT n+1 (val: 2)
00001C19  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001C1C  | 61: WAIT (val: 570)
00001C1F  | BC: WonderSwan (reg: 0x00, val: 0xB2)
00001C22  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001C25  | 72: WAIT n+1 (val: 3)
00001C26  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001C29  | 74: WAIT n+1 (val: 5)
00001C2A  | BC: WonderSwan (reg: 0x09, val: 0x11)
00001C2D  | 75: WAIT n+1 (val: 6)
00001C2E  | BC: WonderSwan (reg: 0x0A, val: 0x11)
00001C31  | 71: WAIT n+1 (val: 2)
00001C32  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001C35  | 61: WAIT (val: 569)
00001C38  | BC: WonderSwan (reg: 0x00, val: 0xB2)
00001C3B  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001C3E  | 71: WAIT n+1 (val: 2)
00001C3F  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001C42  | 74: WAIT n+1 (val: 5)
00001C43  | BC: WonderSwan (reg: 0x09, val: 0x11)
00001C46  | 74: WAIT n+1 (val: 5)
00001C47  | BC: WonderSwan (reg: 0x0A, val: 0x11)
00001C4A  | 70: WAIT n+1 (val: 1)
00001C4B  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001C4E  | 61: WAIT (val: 571)
00001C51  | BC: WonderSwan (reg: 0x00, val: 0xB3)
00001C54  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001C57  | 72: WAIT n+1 (val: 3)
00001C58  | BC: WonderSwan (reg: 0x08, val: 0x00)
00001C5B  | 74: WAIT n+1 (val: 5)
00001C5C  | BC: WonderSwan (reg: 0x09, val: 0x00)
00001C5F  | 74: WAIT n+1 (val: 5)
00001C60  | BC: WonderSwan (reg: 0x0A, val: 0x00)
00001C63  | 71: WAIT n+1 (val: 2)
00001C64  | BC: WonderSwan (reg: 0x10, val: 0x47)
00001C67  | 66: END

--- Parsing complete. ---
